txn_id,date,period,doc_type,doc_id,gl_account,gl_account_name,statement_section,counterparty_id,counterparty_name,counterparty_type,segment,category,sku,description,quantity,unit_price,amount,signed_amount,memo
TXN-0008969,2025-09-21,2025-09,INVOICE,SO-202509-00641,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Smallwares,SKU-1031,Ladle,83,107.6541,8935.29,8935.29,
TXN-0008970,2025-09-21,2025-09,INVOICE,SO-202509-00641,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1031,COGS - Ladle,83,62.6992,5204.04,-5204.04,
TXN-0008971,2025-09-21,2025-09,INVOICE,SO-202509-00641,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Disposables,SKU-1039,Straw Case,109,57.4116,6257.86,6257.86,
TXN-0008972,2025-09-21,2025-09,INVOICE,SO-202509-00641,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1039,COGS - Straw Case,109,38.0139,4143.52,-4143.52,
TXN-0008973,2025-09-21,2025-09,INVOICE,SO-202509-00641,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Janitorial & Chemicals,SKU-1042,Sanitizer Tablets,13,64.2363,835.07,835.07,
TXN-0008974,2025-09-21,2025-09,INVOICE,SO-202509-00641,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1042,COGS - Sanitizer Tablets,13,39.8274,517.76,-517.76,
TXN-0008975,2025-09-21,2025-09,INVOICE,SO-202509-00641,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Disposables,SKU-1038,Deli Paper,78,33.2612,2594.38,2594.38,
TXN-0008976,2025-09-21,2025-09,INVOICE,SO-202509-00641,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1038,COGS - Deli Paper,78,21.6507,1688.76,-1688.76,
TXN-0008977,2025-09-21,2025-09,INVOICE,SO-202509-00641,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Janitorial & Chemicals,SKU-1042,Sanitizer Tablets,66,64.9494,4286.66,4286.66,
TXN-0008978,2025-09-21,2025-09,INVOICE,SO-202509-00641,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1042,COGS - Sanitizer Tablets,66,39.7751,2625.16,-2625.16,
TXN-0008979,2025-09-21,2025-09,INVOICE,SO-202509-00641,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Janitorial & Chemicals,SKU-1042,Sanitizer Tablets,30,62.4124,1872.37,1872.37,
TXN-0008980,2025-09-21,2025-09,INVOICE,SO-202509-00641,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1042,COGS - Sanitizer Tablets,30,38.3399,1150.2,-1150.2,
TXN-0008981,2025-09-21,2025-09,INVOICE,SO-202509-00641,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Disposables,SKU-1039,Straw Case,123,57.6691,7093.3,7093.3,
TXN-0008982,2025-09-21,2025-09,INVOICE,SO-202509-00641,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1039,COGS - Straw Case,123,38.341,4715.94,-4715.94,
TXN-0008983,2025-09-21,2025-09,INVOICE,SO-202509-00641,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Smallwares,SKU-1026,Mixing Bowl Set,69,111.984,7726.9,7726.9,
TXN-0008984,2025-09-21,2025-09,INVOICE,SO-202509-00641,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1026,COGS - Mixing Bowl Set,69,66.161,4565.11,-4565.11,
TXN-0008985,2025-09-21,2025-09,INVOICE,SO-202509-00641,4000,Product Revenue,Revenue,CUST-004,Meridian Public Schools,customer,Institutional,Janitorial & Chemicals,SKU-1045,Mop Head,67,183.8344,12316.9,12316.9,
TXN-0008986,2025-09-21,2025-09,INVOICE,SO-202509-00641,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1045,COGS - Mop Head,67,114.148,7647.92,-7647.92,
TXN-0008987,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Disposables,SKU-1040,Portion Cup,105,50.1859,5269.52,5269.52,
TXN-0008988,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Hotel & Hospitality,Disposables,SKU-1040,COGS - Portion Cup,105,33.1472,3480.46,-3480.46,
TXN-0008989,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Beverage Equipment,SKU-1022,Draft Beer Cooler,1,3290.1933,3290.19,3290.19,
TXN-0008990,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Hotel & Hospitality,Beverage Equipment,SKU-1022,COGS - Draft Beer Cooler,1,2427.9368,2427.94,-2427.94,
TXN-0008991,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Disposables,SKU-1036,Foil Roll,33,29.1353,961.47,961.47,
TXN-0008992,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Hotel & Hospitality,Disposables,SKU-1036,COGS - Foil Roll,33,19.0272,627.9,-627.9,
TXN-0008993,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Beverage Equipment,SKU-1020,Juice Dispenser,1,2263.6424,2263.64,2263.64,
TXN-0008994,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Hotel & Hospitality,Beverage Equipment,SKU-1020,COGS - Juice Dispenser,1,1653.6188,1653.62,-1653.62,
TXN-0008995,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Janitorial & Chemicals,SKU-1041,Degreaser Concentrate,44,31.4081,1381.95,1381.95,
TXN-0008996,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Hotel & Hospitality,Janitorial & Chemicals,SKU-1041,COGS - Degreaser Concentrate,44,19.4928,857.68,-857.68,
TXN-0008997,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Janitorial & Chemicals,SKU-1046,Trash Liner Case,35,158.6219,5551.77,5551.77,
TXN-0008998,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Hotel & Hospitality,Janitorial & Chemicals,SKU-1046,COGS - Trash Liner Case,35,97.3784,3408.25,-3408.25,
TXN-0008999,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Disposables,SKU-1033,Takeout Container,71,43.0083,3053.59,3053.59,
TXN-0009000,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Hotel & Hospitality,Disposables,SKU-1033,COGS - Takeout Container,71,28.1063,1995.55,-1995.55,
TXN-0009001,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Beverage Equipment,SKU-1022,Draft Beer Cooler,3,3217.8341,9653.5,9653.5,
TXN-0009002,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Hotel & Hospitality,Beverage Equipment,SKU-1022,COGS - Draft Beer Cooler,3,2374.3586,7123.08,-7123.08,
TXN-0009003,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Beverage Equipment,SKU-1020,Juice Dispenser,4,2294.5342,9178.14,9178.14,
TXN-0009004,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Hotel & Hospitality,Beverage Equipment,SKU-1020,COGS - Juice Dispenser,4,1700.167,6800.67,-6800.67,
TXN-0009005,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Janitorial & Chemicals,SKU-1042,Sanitizer Tablets,17,64.2027,1091.45,1091.45,
TXN-0009006,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Hotel & Hospitality,Janitorial & Chemicals,SKU-1042,COGS - Sanitizer Tablets,17,40.2944,685.0,-685.0,
TXN-0009007,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Disposables,SKU-1038,Deli Paper,85,33.8333,2875.83,2875.83,
TXN-0009008,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Hotel & Hospitality,Disposables,SKU-1038,COGS - Deli Paper,85,22.4461,1907.92,-1907.92,
TXN-0009009,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Cooking Equipment,SKU-1016,Conveyor Toaster,1,2115.8756,2115.88,2115.88,
TXN-0009010,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Hotel & Hospitality,Cooking Equipment,SKU-1016,COGS - Conveyor Toaster,1,1654.5864,1654.59,-1654.59,
TXN-0009011,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Cooking Equipment,SKU-1011,Countertop Griddle,3,1691.519,5074.56,5074.56,
TXN-0009012,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Hotel & Hospitality,Cooking Equipment,SKU-1011,COGS - Countertop Griddle,3,1328.4566,3985.37,-3985.37,
TXN-0009013,2025-09-07,2025-09,INVOICE,SO-202509-00642,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Cooking Equipment,SKU-1016,Conveyor Toaster,3,2241.504,6724.51,6724.51,
TXN-0009014,2025-09-07,2025-09,INVOICE,SO-202509-00642,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Hotel & Hospitality,Cooking Equipment,SKU-1016,COGS - Conveyor Toaster,3,1722.6191,5167.86,-5167.86,
TXN-0009015,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Refrigeration,SKU-1002,Undercounter Freezer,1,3159.6303,3159.63,3159.63,
TXN-0009016,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Restaurant Group,Refrigeration,SKU-1002,COGS - Undercounter Freezer,1,2425.241,2425.24,-2425.24,
TXN-0009017,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Beverage Equipment,SKU-1019,Soda Fountain Tower,3,3619.1783,10857.53,10857.53,
TXN-0009018,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Restaurant Group,Beverage Equipment,SKU-1019,COGS - Soda Fountain Tower,3,2713.9085,8141.73,-8141.73,
TXN-0009019,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Smallwares,SKU-1027,Tongs,54,138.5504,7481.72,7481.72,
TXN-0009020,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1027,COGS - Tongs,54,81.6378,4408.44,-4408.44,
TXN-0009021,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Smallwares,SKU-1024,Sheet Pan,15,24.8942,373.41,373.41,
TXN-0009022,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1024,COGS - Sheet Pan,15,14.6971,220.46,-220.46,
TXN-0009023,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1033,Takeout Container,115,46.5384,5351.91,5351.91,
TXN-0009024,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1033,COGS - Takeout Container,115,31.0389,3569.47,-3569.47,
TXN-0009025,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Smallwares,SKU-1024,Sheet Pan,67,25.7387,1724.49,1724.49,
TXN-0009026,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1024,COGS - Sheet Pan,67,15.2822,1023.91,-1023.91,
TXN-0009027,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Smallwares,SKU-1030,Whisk,80,105.025,8402.0,8402.0,
TXN-0009028,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1030,COGS - Whisk,80,62.7648,5021.19,-5021.19,
TXN-0009029,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1037,Glove Case,69,53.9737,3724.19,3724.19,
TXN-0009030,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1037,COGS - Glove Case,69,35.4551,2446.4,-2446.4,
TXN-0009031,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Janitorial & Chemicals,SKU-1042,Sanitizer Tablets,27,57.4797,1551.95,1551.95,
TXN-0009032,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Restaurant Group,Janitorial & Chemicals,SKU-1042,COGS - Sanitizer Tablets,27,35.4552,957.29,-957.29,
TXN-0009033,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Janitorial & Chemicals,SKU-1044,Dish Detergent,41,160.8008,6592.83,6592.83,
TXN-0009034,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Restaurant Group,Janitorial & Chemicals,SKU-1044,COGS - Dish Detergent,41,98.9764,4058.03,-4058.03,
TXN-0009035,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1035,Paper Cup Sleeve,120,28.0936,3371.23,3371.23,
TXN-0009036,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1035,COGS - Paper Cup Sleeve,120,18.4283,2211.4,-2211.4,
TXN-0009037,2025-09-02,2025-09,INVOICE,SO-202509-00643,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Janitorial & Chemicals,SKU-1046,Trash Liner Case,58,153.1754,8884.18,8884.18,
TXN-0009038,2025-09-02,2025-09,INVOICE,SO-202509-00643,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Restaurant Group,Janitorial & Chemicals,SKU-1046,COGS - Trash Liner Case,58,95.149,5518.64,-5518.64,
TXN-0009039,2025-09-05,2025-09,INVOICE,SO-202509-00644,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Disposables,SKU-1040,Portion Cup,137,53.3514,7309.14,7309.14,
TXN-0009040,2025-09-05,2025-09,INVOICE,SO-202509-00644,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1040,COGS - Portion Cup,137,35.1284,4812.59,-4812.59,
TXN-0009041,2025-09-05,2025-09,INVOICE,SO-202509-00644,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Disposables,SKU-1033,Takeout Container,75,42.1396,3160.47,3160.47,
TXN-0009042,2025-09-05,2025-09,INVOICE,SO-202509-00644,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1033,COGS - Takeout Container,75,27.7992,2084.94,-2084.94,
TXN-0009043,2025-09-05,2025-09,INVOICE,SO-202509-00644,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Disposables,SKU-1039,Straw Case,38,53.7458,2042.34,2042.34,
TXN-0009044,2025-09-05,2025-09,INVOICE,SO-202509-00644,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1039,COGS - Straw Case,38,35.9237,1365.1,-1365.1,
TXN-0009045,2025-09-05,2025-09,INVOICE,SO-202509-00644,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Cooking Equipment,SKU-1015,Induction Range,3,5581.0484,16743.15,16743.15,
TXN-0009046,2025-09-05,2025-09,INVOICE,SO-202509-00644,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Restaurant Group,Cooking Equipment,SKU-1015,COGS - Induction Range,3,4330.9131,12992.74,-12992.74,
TXN-0009047,2025-09-05,2025-09,INVOICE,SO-202509-00644,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Disposables,SKU-1039,Straw Case,49,57.8989,2837.04,2837.04,
TXN-0009048,2025-09-05,2025-09,INVOICE,SO-202509-00644,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1039,COGS - Straw Case,49,38.7789,1900.17,-1900.17,
TXN-0009049,2025-09-05,2025-09,INVOICE,SO-202509-00644,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Disposables,SKU-1038,Deli Paper,109,33.0212,3599.31,3599.31,
TXN-0009050,2025-09-05,2025-09,INVOICE,SO-202509-00644,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1038,COGS - Deli Paper,109,21.7575,2371.56,-2371.56,
TXN-0009051,2025-09-05,2025-09,INVOICE,SO-202509-00644,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1025,Chef Knife,24,77.6979,1864.75,1864.75,
TXN-0009052,2025-09-05,2025-09,INVOICE,SO-202509-00644,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1025,COGS - Chef Knife,24,45.7126,1097.1,-1097.1,
TXN-0009053,2025-09-05,2025-09,INVOICE,SO-202509-00644,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1026,Mixing Bowl Set,87,111.6408,9712.75,9712.75,
TXN-0009054,2025-09-05,2025-09,INVOICE,SO-202509-00644,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1026,COGS - Mixing Bowl Set,87,65.4895,5697.59,-5697.59,
TXN-0009055,2025-09-05,2025-09,INVOICE,SO-202509-00644,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1028,Hotel Pan,52,126.8201,6594.64,6594.64,
TXN-0009056,2025-09-05,2025-09,INVOICE,SO-202509-00644,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1028,COGS - Hotel Pan,52,75.88,3945.76,-3945.76,
TXN-0009057,2025-09-28,2025-09,INVOICE,SO-202509-00645,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Disposables,SKU-1040,Portion Cup,70,50.2046,3514.32,3514.32,
TXN-0009058,2025-09-28,2025-09,INVOICE,SO-202509-00645,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1040,COGS - Portion Cup,70,33.0559,2313.91,-2313.91,
TXN-0009059,2025-09-28,2025-09,INVOICE,SO-202509-00645,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Smallwares,SKU-1027,Tongs,70,127.1545,8900.81,8900.81,
TXN-0009060,2025-09-28,2025-09,INVOICE,SO-202509-00645,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1027,COGS - Tongs,70,74.5565,5218.95,-5218.95,
TXN-0009061,2025-09-28,2025-09,INVOICE,SO-202509-00645,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Disposables,SKU-1034,Napkin Case,100,65.6007,6560.07,6560.07,
TXN-0009062,2025-09-28,2025-09,INVOICE,SO-202509-00645,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1034,COGS - Napkin Case,100,43.8084,4380.84,-4380.84,
TXN-0009063,2025-09-28,2025-09,INVOICE,SO-202509-00645,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Disposables,SKU-1037,Glove Case,37,58.2763,2156.22,2156.22,
TXN-0009064,2025-09-28,2025-09,INVOICE,SO-202509-00645,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1037,COGS - Glove Case,37,38.1312,1410.86,-1410.86,
TXN-0009065,2025-09-28,2025-09,INVOICE,SO-202509-00645,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Janitorial & Chemicals,SKU-1041,Degreaser Concentrate,9,31.9554,287.6,287.6,
TXN-0009066,2025-09-28,2025-09,INVOICE,SO-202509-00645,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1041,COGS - Degreaser Concentrate,9,19.9942,179.95,-179.95,
TXN-0009067,2025-09-28,2025-09,INVOICE,SO-202509-00645,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Janitorial & Chemicals,SKU-1045,Mop Head,62,171.3097,10621.2,10621.2,
TXN-0009068,2025-09-28,2025-09,INVOICE,SO-202509-00645,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1045,COGS - Mop Head,62,104.8295,6499.43,-6499.43,
TXN-0009069,2025-09-28,2025-09,INVOICE,SO-202509-00645,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Smallwares,SKU-1024,Sheet Pan,41,25.4392,1043.01,1043.01,
TXN-0009070,2025-09-28,2025-09,INVOICE,SO-202509-00645,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1024,COGS - Sheet Pan,41,14.808,607.13,-607.13,
TXN-0009071,2025-09-28,2025-09,INVOICE,SO-202509-00645,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Janitorial & Chemicals,SKU-1043,Floor Cleaner,63,171.9642,10833.74,10833.74,
TXN-0009072,2025-09-28,2025-09,INVOICE,SO-202509-00645,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1043,COGS - Floor Cleaner,63,107.6932,6784.67,-6784.67,
TXN-0009073,2025-09-28,2025-09,INVOICE,SO-202509-00645,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Refrigeration,SKU-1002,Undercounter Freezer,2,3142.5963,6285.19,6285.19,
TXN-0009074,2025-09-28,2025-09,INVOICE,SO-202509-00645,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Institutional,Refrigeration,SKU-1002,COGS - Undercounter Freezer,2,2405.214,4810.43,-4810.43,
TXN-0009075,2025-09-19,2025-09,INVOICE,SO-202509-00646,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Refrigeration,SKU-1002,Undercounter Freezer,4,3088.6013,12354.41,12354.41,
TXN-0009076,2025-09-19,2025-09,INVOICE,SO-202509-00646,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Distributor Resale,Refrigeration,SKU-1002,COGS - Undercounter Freezer,4,2334.915,9339.66,-9339.66,
TXN-0009077,2025-09-19,2025-09,INVOICE,SO-202509-00646,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Refrigeration,SKU-1001,Reach-In Refrigerator,3,5407.4936,16222.48,16222.48,
TXN-0009078,2025-09-19,2025-09,INVOICE,SO-202509-00646,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Distributor Resale,Refrigeration,SKU-1001,COGS - Reach-In Refrigerator,3,4106.0457,12318.14,-12318.14,
TXN-0009079,2025-09-19,2025-09,INVOICE,SO-202509-00646,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Smallwares,SKU-1025,Chef Knife,23,71.3781,1641.7,1641.7,
TXN-0009080,2025-09-19,2025-09,INVOICE,SO-202509-00646,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Distributor Resale,Smallwares,SKU-1025,COGS - Chef Knife,23,41.5442,955.52,-955.52,
TXN-0009081,2025-09-19,2025-09,INVOICE,SO-202509-00646,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Disposables,SKU-1039,Straw Case,53,53.2472,2822.1,2822.1,
TXN-0009082,2025-09-19,2025-09,INVOICE,SO-202509-00646,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Distributor Resale,Disposables,SKU-1039,COGS - Straw Case,53,35.4903,1880.99,-1880.99,
