invoice_id,customer_id,customer_name,segment,issue_date,terms,due_date,amount,paid_date,days_late
SO-202504-00420,CUST-035,Hollow Tavern,Independent Restaurant,2025-04-22,Net 45,2025-06-06,22186.54,2025-06-08,2
SO-202504-00421,CUST-022,Ockham Provisions,Distributor Resale,2025-04-08,Net 45,2025-05-23,19266.76,2025-05-31,8
SO-202504-00422,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-04-17,Net 30,2025-05-17,38508.19,2025-05-25,8
SO-202504-00423,CUST-042,Tarleton Grill,Independent Restaurant,2025-04-16,Net 15,2025-05-01,23483.92,2025-05-04,3
SO-202504-00424,CUST-029,Pine Bistro,Hotel & Hospitality,2025-04-29,Net 45,2025-06-13,23881.57,2025-06-19,6
SO-202504-00425,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-04-25,Net 30,2025-05-25,19133.46,2025-05-29,4
SO-202505-00426,CUST-001,Copper Fork Group,Restaurant Group,2025-05-18,Net 45,2025-07-02,102705.01,2025-07-01,-1
SO-202505-00427,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-05-20,Net 30,2025-06-19,102091.08,2025-06-24,5
SO-202505-00428,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-05-26,Net 45,2025-07-10,89591.54,2025-07-14,4
SO-202505-00429,CUST-004,Meridian Public Schools,Institutional,2025-05-23,Net 60,2025-07-22,81185.68,2025-08-04,13
SO-202505-00430,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-05-10,Net 30,2025-06-09,55467.9,2025-06-06,-3
SO-202505-00431,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-05-13,Net 30,2025-06-12,52619.75,2025-06-16,4
SO-202505-00432,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-05-25,Net 45,2025-07-09,57972.91,2025-07-07,-2
SO-202505-00433,CUST-008,Northfield Medical Center,Institutional,2025-05-13,Net 60,2025-07-12,48162.33,2025-07-16,4
SO-202505-00434,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-05-01,Net 30,2025-05-31,45262.81,2025-06-10,10
SO-202505-00435,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-05-10,Net 30,2025-06-09,47004.93,2025-06-13,4
SO-202505-00436,CUST-011,Sutton Kitchen,Institutional,2025-05-26,Net 45,2025-07-10,20386.0,2025-07-18,8
SO-202505-00437,CUST-012,Pendry Bistro,Institutional,2025-05-13,Net 45,2025-06-27,33790.05,2025-07-08,11
SO-202505-00438,CUST-013,Brackley Public House,Restaurant Group,2025-05-30,Net 15,2025-06-14,53251.67,2025-06-21,7
SO-202505-00439,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-05-15,Net 30,2025-06-14,17521.51,2025-06-18,4
SO-202505-00440,CUST-015,Pelham Dining Co,Restaurant Group,2025-05-21,Net 15,2025-06-05,44366.63,2025-06-05,0
SO-202505-00441,CUST-016,Marbury Food Hall,Restaurant Group,2025-05-17,Net 30,2025-06-16,35873.35,2025-06-19,3
SO-202505-00442,CUST-017,Weldon Kitchen,Distributor Resale,2025-05-31,Net 30,2025-06-30,38188.67,2025-07-06,6
SO-202505-00443,CUST-018,Pine Kitchen,Independent Restaurant,2025-05-03,Net 30,2025-06-02,43493.58,2025-06-05,3
SO-202505-00444,CUST-019,Birch Provisions,Independent Restaurant,2025-05-30,Net 30,2025-06-29,57437.63,2025-06-29,0
SO-202505-00445,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-05-10,Net 30,2025-06-09,27061.9,2025-06-20,11
SO-202505-00446,CUST-021,Quarry Provisions,Independent Restaurant,2025-05-03,Net 15,2025-05-18,26008.54,2025-05-26,8
SO-202505-00447,CUST-022,Ockham Provisions,Distributor Resale,2025-05-21,Net 45,2025-07-05,16701.67,2025-07-16,11
SO-202505-00448,CUST-023,Ashford Grill,Independent Restaurant,2025-05-04,Net 30,2025-06-03,42322.06,2025-06-07,4
SO-202505-00449,CUST-024,Hollow Kitchen,Independent Restaurant,2025-05-28,Net 30,2025-06-27,22728.96,2025-06-26,-1
SO-202505-00450,CUST-025,Pendry Food Hall,Restaurant Group,2025-05-28,Net 15,2025-06-12,38931.11,2025-06-16,4
SO-202505-00451,CUST-026,Old Tavern,Institutional,2025-05-23,Net 30,2025-06-22,52889.36,2025-07-04,12
SO-202505-00452,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-05-31,Net 30,2025-06-30,35666.25,2025-07-04,4
SO-202505-00453,CUST-028,Gilman Food Hall,Independent Restaurant,2025-05-26,Net 45,2025-07-10,31542.68,2025-07-11,1
SO-202505-00454,CUST-029,Pine Bistro,Hotel & Hospitality,2025-05-14,Net 45,2025-06-28,30114.85,2025-07-06,8
SO-202505-00455,CUST-030,Norwood Food Hall,Independent Restaurant,2025-05-17,Net 15,2025-06-01,25232.48,2025-05-30,-2
SO-202505-00456,CUST-031,Sutton Eatery,Independent Restaurant,2025-05-03,Net 30,2025-06-02,18645.38,2025-06-07,5
SO-202505-00457,CUST-032,Ashford Dining Co,Institutional,2025-05-02,Net 30,2025-06-01,51240.12,2025-06-18,17
SO-202505-00458,CUST-033,Norwood Tavern,Independent Restaurant,2025-05-16,Net 15,2025-05-31,34357.53,2025-06-10,10
SO-202505-00459,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-05-19,Net 15,2025-06-03,53859.37,2025-06-13,10
SO-202505-00460,CUST-035,Hollow Tavern,Independent Restaurant,2025-05-09,Net 45,2025-06-23,36188.23,2025-07-01,8
SO-202505-00461,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-05-08,Net 30,2025-06-07,24902.71,2025-06-06,-1
SO-202505-00462,CUST-037,Tarleton Grill,Institutional,2025-05-15,Net 45,2025-06-29,38623.54,2025-07-05,6
SO-202505-00463,CUST-038,Old Tavern,Independent Restaurant,2025-05-06,Net 15,2025-05-21,32879.38,2025-05-30,9
SO-202505-00464,CUST-039,Hartwell Kitchen,Institutional,2025-05-22,Net 15,2025-06-06,36006.05,2025-06-19,13
SO-202505-00465,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-05-27,Net 30,2025-06-26,24558.51,2025-06-29,3
SO-202505-00466,CUST-041,Quarry Dining Co,Distributor Resale,2025-05-07,Net 15,2025-05-22,27594.56,2025-05-20,-2
SO-202505-00467,CUST-042,Tarleton Grill,Independent Restaurant,2025-05-30,Net 15,2025-06-14,29573.45,2025-06-10,-4
SO-202505-00468,CUST-043,Quarry Provisions,Independent Restaurant,2025-05-03,Net 30,2025-06-02,47867.43,2025-06-06,4
SO-202505-00469,CUST-044,Fairhaven Provisions,Distributor Resale,2025-05-20,Net 15,2025-06-04,37612.4,2025-06-13,9
SO-202505-00470,CUST-045,Weldon Grill,Hotel & Hospitality,2025-05-24,Net 30,2025-06-23,45043.29,2025-06-29,6
SO-202505-00471,CUST-046,Fairhaven Bistro,Institutional,2025-05-06,Net 30,2025-06-05,29016.6,2025-06-16,11
SO-202505-00472,CUST-023,Ashford Grill,Independent Restaurant,2025-05-22,Net 30,2025-06-21,21991.11,2025-06-24,3
SO-202505-00473,CUST-035,Hollow Tavern,Independent Restaurant,2025-05-11,Net 45,2025-06-25,18946.37,2025-06-25,0
SO-202505-00474,CUST-022,Ockham Provisions,Distributor Resale,2025-05-04,Net 45,2025-06-18,24286.87,2025-06-25,7
SO-202505-00475,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-05-18,Net 30,2025-06-17,26788.9,2025-06-22,5
SO-202505-00476,CUST-042,Tarleton Grill,Independent Restaurant,2025-05-04,Net 15,2025-05-19,25175.98,2025-05-21,2
SO-202505-00477,CUST-029,Pine Bistro,Hotel & Hospitality,2025-05-23,Net 45,2025-07-07,37375.11,2025-07-08,1
SO-202505-00478,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-05-22,Net 30,2025-06-21,21666.37,2025-06-28,7
SO-202506-00479,CUST-001,Copper Fork Group,Restaurant Group,2025-06-18,Net 45,2025-08-02,118396.46,2025-08-03,1
SO-202506-00480,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-06-30,Net 30,2025-07-30,84676.29,2025-08-06,7
SO-202506-00481,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-06-18,Net 45,2025-08-02,71790.48,2025-08-01,-1
SO-202506-00482,CUST-004,Meridian Public Schools,Institutional,2025-06-02,Net 60,2025-08-01,63381.88,2025-08-19,18
SO-202506-00483,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-06-21,Net 30,2025-07-21,72990.79,2025-07-18,-3
SO-202506-00484,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-06-19,Net 30,2025-07-19,48612.94,2025-07-23,4
SO-202506-00485,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-06-08,Net 45,2025-07-23,44641.49,2025-07-25,2
SO-202506-00486,CUST-008,Northfield Medical Center,Institutional,2025-06-11,Net 60,2025-08-10,57471.77,2025-08-18,8
SO-202506-00487,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-06-16,Net 30,2025-07-16,41558.6,2025-07-25,9
SO-202506-00488,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-06-24,Net 30,2025-07-24,45210.94,2025-07-27,3
SO-202506-00489,CUST-011,Sutton Kitchen,Institutional,2025-06-18,Net 45,2025-08-02,29661.12,2025-08-15,13
SO-202506-00490,CUST-012,Pendry Bistro,Institutional,2025-06-03,Net 45,2025-07-18,33825.94,2025-07-30,12
SO-202506-00491,CUST-013,Brackley Public House,Restaurant Group,2025-06-12,Net 15,2025-06-27,60261.86,2025-07-01,4
SO-202506-00492,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-06-01,Net 30,2025-07-01,16638.36,2025-07-05,4
SO-202506-00493,CUST-015,Pelham Dining Co,Restaurant Group,2025-06-28,Net 15,2025-07-13,38020.17,2025-07-13,0
SO-202506-00494,CUST-016,Marbury Food Hall,Restaurant Group,2025-06-23,Net 30,2025-07-23,41189.07,2025-07-28,5
SO-202506-00495,CUST-017,Weldon Kitchen,Distributor Resale,2025-06-22,Net 30,2025-07-22,35945.21,2025-07-28,6
SO-202506-00496,CUST-018,Pine Kitchen,Independent Restaurant,2025-06-07,Net 30,2025-07-07,59517.88,2025-07-11,4
SO-202506-00497,CUST-019,Birch Provisions,Independent Restaurant,2025-06-05,Net 30,2025-07-05,48697.92,2025-07-01,-4
SO-202506-00498,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-06-20,Net 30,2025-07-20,20330.68,2025-07-30,10
SO-202506-00499,CUST-021,Quarry Provisions,Independent Restaurant,2025-06-03,Net 15,2025-06-18,29490.22,2025-06-21,3
SO-202506-00500,CUST-022,Ockham Provisions,Distributor Resale,2025-06-30,Net 45,2025-08-14,19297.41,2025-08-20,6
SO-202506-00501,CUST-023,Ashford Grill,Independent Restaurant,2025-06-06,Net 30,2025-07-06,29490.33,2025-07-06,0
SO-202506-00502,CUST-024,Hollow Kitchen,Independent Restaurant,2025-06-11,Net 30,2025-07-11,19977.31,2025-07-07,-4
SO-202506-00503,CUST-025,Pendry Food Hall,Restaurant Group,2025-06-19,Net 15,2025-07-04,29707.69,2025-07-07,3
SO-202506-00504,CUST-026,Old Tavern,Institutional,2025-06-18,Net 30,2025-07-18,44316.22,2025-08-03,16
SO-202506-00505,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-06-21,Net 30,2025-07-21,25732.55,2025-07-22,1
SO-202506-00506,CUST-028,Gilman Food Hall,Independent Restaurant,2025-06-18,Net 45,2025-08-02,49261.96,2025-08-01,-1
SO-202506-00507,CUST-029,Pine Bistro,Hotel & Hospitality,2025-06-11,Net 45,2025-07-26,32406.44,2025-08-02,7
SO-202506-00508,CUST-030,Norwood Food Hall,Independent Restaurant,2025-06-12,Net 15,2025-06-27,38787.3,2025-06-30,3
SO-202506-00509,CUST-031,Sutton Eatery,Independent Restaurant,2025-06-09,Net 30,2025-07-09,23445.6,2025-07-13,4
SO-202506-00510,CUST-032,Ashford Dining Co,Institutional,2025-06-15,Net 30,2025-07-15,54189.18,2025-07-23,8
SO-202506-00511,CUST-033,Norwood Tavern,Independent Restaurant,2025-06-16,Net 15,2025-07-01,42988.43,2025-07-08,7
SO-202506-00512,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-06-18,Net 15,2025-07-03,49999.04,2025-07-11,8
SO-202506-00513,CUST-035,Hollow Tavern,Independent Restaurant,2025-06-10,Net 45,2025-07-25,43206.86,2025-07-28,3
SO-202506-00514,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-06-29,Net 30,2025-07-29,16189.29,2025-08-01,3
SO-202506-00515,CUST-037,Tarleton Grill,Institutional,2025-06-20,Net 45,2025-08-04,42312.71,2025-08-18,14
SO-202506-00516,CUST-038,Old Tavern,Independent Restaurant,2025-06-07,Net 15,2025-06-22,23828.93,2025-06-29,7
SO-202506-00517,CUST-039,Hartwell Kitchen,Institutional,2025-06-14,Net 15,2025-06-29,37983.08,2025-07-12,13
SO-202506-00518,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-06-18,Net 30,2025-07-18,27650.79,2025-07-26,8
SO-202506-00519,CUST-041,Quarry Dining Co,Distributor Resale,2025-06-17,Net 15,2025-07-02,26769.75,2025-07-05,3
SO-202506-00520,CUST-042,Tarleton Grill,Independent Restaurant,2025-06-26,Net 15,2025-07-11,24401.91,2025-07-05,-6
SO-202506-00521,CUST-043,Quarry Provisions,Independent Restaurant,2025-06-23,Net 30,2025-07-23,39484.95,2025-08-01,9
SO-202506-00522,CUST-044,Fairhaven Provisions,Distributor Resale,2025-06-02,Net 15,2025-06-17,31916.42,2025-06-23,6
SO-202506-00523,CUST-045,Weldon Grill,Hotel & Hospitality,2025-06-13,Net 30,2025-07-13,39940.2,2025-07-14,1
SO-202506-00524,CUST-046,Fairhaven Bistro,Institutional,2025-06-19,Net 30,2025-07-19,29178.37,2025-07-30,11
SO-202506-00525,CUST-023,Ashford Grill,Independent Restaurant,2025-06-18,Net 30,2025-07-18,19836.75,2025-07-15,-3
SO-202506-00526,CUST-035,Hollow Tavern,Independent Restaurant,2025-06-25,Net 45,2025-08-09,27772.83,2025-08-14,5
SO-202506-00527,CUST-022,Ockham Provisions,Distributor Resale,2025-06-27,Net 45,2025-08-11,19883.56,2025-08-14,3
SO-202506-00528,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-06-21,Net 30,2025-07-21,35003.96,2025-07-30,9
SO-202506-00529,CUST-042,Tarleton Grill,Independent Restaurant,2025-06-23,Net 15,2025-07-08,30776.47,2025-07-04,-4
SO-202506-00530,CUST-029,Pine Bistro,Hotel & Hospitality,2025-06-06,Net 45,2025-07-21,32536.82,2025-07-23,2
SO-202506-00531,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-06-22,Net 30,2025-07-22,19578.08,2025-07-26,4
SO-202507-00532,CUST-001,Copper Fork Group,Restaurant Group,2025-07-22,Net 45,2025-09-05,91702.74,2025-09-06,1
SO-202507-00533,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-07-20,Net 30,2025-08-19,59746.95,2025-08-20,1
SO-202507-00534,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-07-24,Net 45,2025-09-07,76727.09,2025-09-15,8
SO-202507-00535,CUST-004,Meridian Public Schools,Institutional,2025-07-17,Net 60,2025-09-15,90004.6,2025-10-01,16
SO-202507-00536,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-07-07,Net 30,2025-08-06,57146.73,2025-08-01,-5
SO-202507-00537,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-07-15,Net 30,2025-08-14,43189.15,2025-08-20,6
SO-202507-00538,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-07-16,Net 45,2025-08-30,40585.08,2025-09-01,2
SO-202507-00539,CUST-008,Northfield Medical Center,Institutional,2025-07-10,Net 60,2025-09-08,78914.45,2025-09-19,11
SO-202507-00540,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-07-05,Net 30,2025-08-04,39925.1,2025-08-14,10
SO-202507-00541,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-07-31,Net 30,2025-08-30,38648.84,2025-09-09,10
SO-202507-00542,CUST-011,Sutton Kitchen,Institutional,2025-07-05,Net 45,2025-08-19,26412.27,2025-08-29,10
SO-202507-00543,CUST-012,Pendry Bistro,Institutional,2025-07-26,Net 45,2025-09-09,42364.57,2025-09-18,9
SO-202507-00544,CUST-013,Brackley Public House,Restaurant Group,2025-07-30,Net 15,2025-08-14,38748.74,2025-08-22,8
SO-202507-00545,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-07-21,Net 30,2025-08-20,19941.16,2025-08-27,7
SO-202507-00546,CUST-015,Pelham Dining Co,Restaurant Group,2025-07-10,Net 15,2025-07-25,40573.33,2025-07-29,4
SO-202507-00547,CUST-016,Marbury Food Hall,Restaurant Group,2025-07-07,Net 30,2025-08-06,27253.04,2025-08-14,8
SO-202507-00548,CUST-017,Weldon Kitchen,Distributor Resale,2025-07-12,Net 30,2025-08-11,38842.74,2025-08-14,3
SO-202507-00549,CUST-018,Pine Kitchen,Independent Restaurant,2025-07-21,Net 30,2025-08-20,42204.3,2025-08-30,10
SO-202507-00550,CUST-019,Birch Provisions,Independent Restaurant,2025-07-11,Net 30,2025-08-10,41664.84,2025-08-08,-2
SO-202507-00551,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-07-22,Net 30,2025-08-21,26892.59,2025-08-26,5
SO-202507-00552,CUST-021,Quarry Provisions,Independent Restaurant,2025-07-17,Net 15,2025-08-01,25747.52,2025-08-10,9
SO-202507-00553,CUST-022,Ockham Provisions,Distributor Resale,2025-07-26,Net 45,2025-09-09,16198.09,2025-09-16,7
SO-202507-00554,CUST-023,Ashford Grill,Independent Restaurant,2025-07-12,Net 30,2025-08-11,33962.12,2025-08-14,3
SO-202507-00555,CUST-024,Hollow Kitchen,Independent Restaurant,2025-07-18,Net 30,2025-08-17,13422.99,2025-08-23,6
SO-202507-00556,CUST-025,Pendry Food Hall,Restaurant Group,2025-07-08,Net 15,2025-07-23,27260.63,2025-07-30,7
SO-202507-00557,CUST-026,Old Tavern,Institutional,2025-07-13,Net 30,2025-08-12,51691.86,2025-08-29,17
SO-202507-00558,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-07-11,Net 30,2025-08-10,30246.95,2025-08-16,6
SO-202507-00559,CUST-028,Gilman Food Hall,Independent Restaurant,2025-07-22,Net 45,2025-09-05,30655.62,2025-09-08,3
SO-202507-00560,CUST-029,Pine Bistro,Hotel & Hospitality,2025-07-22,Net 45,2025-09-05,26155.94,2025-09-08,3
SO-202507-00561,CUST-030,Norwood Food Hall,Independent Restaurant,2025-07-05,Net 15,2025-07-20,28486.45,2025-07-25,5
SO-202507-00562,CUST-031,Sutton Eatery,Independent Restaurant,2025-07-05,Net 30,2025-08-04,22706.14,2025-08-08,4
SO-202507-00563,CUST-032,Ashford Dining Co,Institutional,2025-07-28,Net 30,2025-08-27,71806.09,2025-09-13,17
SO-202507-00564,CUST-033,Norwood Tavern,Independent Restaurant,2025-07-27,Net 15,2025-08-11,40001.68,2025-08-21,10
SO-202507-00565,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-07-23,Net 15,2025-08-07,37879.82,2025-08-19,12
SO-202507-00566,CUST-035,Hollow Tavern,Independent Restaurant,2025-07-28,Net 45,2025-09-11,36626.37,2025-09-13,2
SO-202507-00567,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-07-31,Net 30,2025-08-30,15821.32,2025-08-30,0
SO-202507-00568,CUST-037,Tarleton Grill,Institutional,2025-07-11,Net 45,2025-08-25,56294.39,2025-09-07,13
SO-202507-00569,CUST-038,Old Tavern,Independent Restaurant,2025-07-27,Net 15,2025-08-11,21992.57,2025-08-25,14
SO-202507-00570,CUST-039,Hartwell Kitchen,Institutional,2025-07-07,Net 15,2025-07-22,58773.13,2025-07-31,9
SO-202507-00571,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-07-08,Net 30,2025-08-07,29761.87,2025-08-19,12
SO-202507-00572,CUST-041,Quarry Dining Co,Distributor Resale,2025-07-31,Net 15,2025-08-15,24333.34,2025-08-20,5
SO-202507-00573,CUST-042,Tarleton Grill,Independent Restaurant,2025-07-05,Net 15,2025-07-20,22665.28,2025-07-16,-4
SO-202507-00574,CUST-043,Quarry Provisions,Independent Restaurant,2025-07-15,Net 30,2025-08-14,32245.0,2025-08-15,1
SO-202507-00575,CUST-044,Fairhaven Provisions,Distributor Resale,2025-07-15,Net 15,2025-07-30,47883.08,2025-08-06,7
SO-202507-00576,CUST-045,Weldon Grill,Hotel & Hospitality,2025-07-11,Net 30,2025-08-10,38207.25,2025-08-11,1
SO-202507-00577,CUST-046,Fairhaven Bistro,Institutional,2025-07-31,Net 30,2025-08-30,54562.51,2025-09-14,15
SO-202507-00578,CUST-023,Ashford Grill,Independent Restaurant,2025-07-08,Net 30,2025-08-07,24974.9,2025-08-08,1
SO-202507-00579,CUST-035,Hollow Tavern,Independent Restaurant,2025-07-22,Net 45,2025-09-05,39342.13,2025-09-11,6
SO-202507-00580,CUST-022,Ockham Provisions,Distributor Resale,2025-07-05,Net 45,2025-08-19,30097.95,2025-08-28,9
SO-202507-00581,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-07-10,Net 30,2025-08-09,21331.65,2025-08-19,10
SO-202507-00582,CUST-042,Tarleton Grill,Independent Restaurant,2025-07-15,Net 15,2025-07-30,23633.85,2025-07-30,0
SO-202507-00583,CUST-029,Pine Bistro,Hotel & Hospitality,2025-07-30,Net 45,2025-09-13,29851.2,2025-09-16,3
SO-202507-00584,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-07-24,Net 30,2025-08-23,37651.05,2025-08-29,6
SO-202508-00585,CUST-001,Copper Fork Group,Restaurant Group,2025-08-20,Net 45,2025-10-04,98106.31,2025-10-04,0
SO-202508-00586,CUST-002,Harborline Hospitality,Hotel & Hospitality,2025-08-07,Net 30,2025-09-06,70859.54,2025-09-10,4
SO-202508-00587,CUST-003,Vaughn & Sons Restaurant Co,Restaurant Group,2025-08-24,Net 45,2025-10-08,74924.1,2025-10-16,8
SO-202508-00588,CUST-004,Meridian Public Schools,Institutional,2025-08-08,Net 60,2025-10-07,103505.36,2025-10-21,14
SO-202508-00589,CUST-005,Bright Harbor Hotels,Hotel & Hospitality,2025-08-14,Net 30,2025-09-13,52918.65,2025-09-10,-3
SO-202508-00590,CUST-006,Ridgeline Kitchens Group,Restaurant Group,2025-08-23,Net 30,2025-09-22,43823.57,2025-09-27,5
SO-202508-00591,CUST-007,Ashgrove Dining Partners,Restaurant Group,2025-08-31,Net 45,2025-10-15,33800.42,2025-10-13,-2
SO-202508-00592,CUST-008,Northfield Medical Center,Institutional,2025-08-04,Net 60,2025-10-03,88047.13,2025-10-09,6
SO-202508-00593,CUST-009,Stonecrest Resale Supply,Distributor Resale,2025-08-08,Net 30,2025-09-07,30224.71,2025-09-19,12
SO-202508-00594,CUST-010,Lakeside Catering Co,Independent Restaurant,2025-08-10,Net 30,2025-09-09,33445.17,2025-09-20,11
SO-202508-00595,CUST-011,Sutton Kitchen,Institutional,2025-08-18,Net 45,2025-10-02,31688.93,2025-10-14,12
SO-202508-00596,CUST-012,Pendry Bistro,Institutional,2025-08-20,Net 45,2025-10-04,48874.55,2025-10-12,8
SO-202508-00597,CUST-013,Brackley Public House,Restaurant Group,2025-08-24,Net 15,2025-09-08,62620.82,2025-09-19,11
SO-202508-00598,CUST-014,Sutton Dining Co,Hotel & Hospitality,2025-08-30,Net 30,2025-09-29,13338.43,2025-10-10,11
SO-202508-00599,CUST-015,Pelham Dining Co,Restaurant Group,2025-08-26,Net 15,2025-09-10,48772.87,2025-09-09,-1
SO-202508-00600,CUST-016,Marbury Food Hall,Restaurant Group,2025-08-24,Net 30,2025-09-23,27131.93,2025-10-01,8
SO-202508-00601,CUST-017,Weldon Kitchen,Distributor Resale,2025-08-10,Net 30,2025-09-09,26141.8,2025-09-15,6
SO-202508-00602,CUST-018,Pine Kitchen,Independent Restaurant,2025-08-19,Net 30,2025-09-18,34467.14,2025-09-20,2
SO-202508-00603,CUST-019,Birch Provisions,Independent Restaurant,2025-08-16,Net 30,2025-09-15,40564.86,2025-09-14,-1
SO-202508-00604,CUST-020,Rushmoor Provisions,Independent Restaurant,2025-08-26,Net 30,2025-09-25,25201.56,2025-10-05,10
SO-202508-00605,CUST-021,Quarry Provisions,Independent Restaurant,2025-08-24,Net 15,2025-09-08,32626.73,2025-09-08,0
SO-202508-00606,CUST-022,Ockham Provisions,Distributor Resale,2025-08-07,Net 45,2025-09-21,38977.74,2025-09-26,5
SO-202508-00607,CUST-023,Ashford Grill,Independent Restaurant,2025-08-03,Net 30,2025-09-02,31384.03,2025-09-04,2
SO-202508-00608,CUST-024,Hollow Kitchen,Independent Restaurant,2025-08-14,Net 30,2025-09-13,16872.56,2025-09-16,3
SO-202508-00609,CUST-025,Pendry Food Hall,Restaurant Group,2025-08-15,Net 15,2025-08-30,30208.35,2025-09-02,3
SO-202508-00610,CUST-026,Old Tavern,Institutional,2025-08-28,Net 30,2025-09-27,62365.18,2025-10-13,16
SO-202508-00611,CUST-027,Wexley Dining Co,Hotel & Hospitality,2025-08-04,Net 30,2025-09-03,33103.56,2025-09-05,2
SO-202508-00612,CUST-028,Gilman Food Hall,Independent Restaurant,2025-08-20,Net 45,2025-10-04,29051.41,2025-10-05,1
SO-202508-00613,CUST-029,Pine Bistro,Hotel & Hospitality,2025-08-03,Net 45,2025-09-17,29767.02,2025-09-20,3
SO-202508-00614,CUST-030,Norwood Food Hall,Independent Restaurant,2025-08-27,Net 15,2025-09-11,21047.83,2025-09-10,-1
SO-202508-00615,CUST-031,Sutton Eatery,Independent Restaurant,2025-08-08,Net 30,2025-09-07,15560.78,2025-09-14,7
SO-202508-00616,CUST-032,Ashford Dining Co,Institutional,2025-08-16,Net 30,2025-09-15,87231.35,2025-10-02,17
SO-202508-00617,CUST-033,Norwood Tavern,Independent Restaurant,2025-08-17,Net 15,2025-09-01,33416.32,2025-09-12,11
SO-202508-00618,CUST-034,Ravensworth Eatery,Independent Restaurant,2025-08-04,Net 15,2025-08-19,33883.8,2025-08-27,8
SO-202508-00619,CUST-035,Hollow Tavern,Independent Restaurant,2025-08-03,Net 45,2025-09-17,32814.87,2025-09-23,6
SO-202508-00620,CUST-036,Tarleton Food Hall,Independent Restaurant,2025-08-05,Net 30,2025-09-04,16522.99,2025-09-05,1
SO-202508-00621,CUST-037,Tarleton Grill,Institutional,2025-08-12,Net 45,2025-09-26,58786.96,2025-10-07,11
SO-202508-00622,CUST-038,Old Tavern,Independent Restaurant,2025-08-17,Net 15,2025-09-01,18804.96,2025-09-10,9
SO-202508-00623,CUST-039,Hartwell Kitchen,Institutional,2025-08-01,Net 15,2025-08-16,59860.25,2025-08-29,13
SO-202508-00624,CUST-040,Marlow Hospitality Group,Restaurant Group,2025-08-21,Net 30,2025-09-20,33676.54,2025-10-01,11
SO-202508-00625,CUST-041,Quarry Dining Co,Distributor Resale,2025-08-26,Net 15,2025-09-10,22158.33,2025-09-08,-2
SO-202508-00626,CUST-042,Tarleton Grill,Independent Restaurant,2025-08-04,Net 15,2025-08-19,30874.42,2025-08-15,-4
SO-202508-00627,CUST-043,Quarry Provisions,Independent Restaurant,2025-08-08,Net 30,2025-09-07,37318.86,2025-09-08,1
SO-202508-00628,CUST-044,Fairhaven Provisions,Distributor Resale,2025-08-11,Net 15,2025-08-26,26302.97,2025-08-29,3
SO-202508-00629,CUST-045,Weldon Grill,Hotel & Hospitality,2025-08-20,Net 30,2025-09-19,32373.68,2025-09-22,3
